Year_Month,Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2024-03,2024-03-04,March,2024,Travel Ads,,,Travel Ads,,12,3350.219143,5020,157,346.97619,
2024-03,2024-03-24,March,2024,Travel Ads,,,Travel Ads,,14,6029.581357,3384,101,209.52381,
2024-03,2024-03-15,March,2024,Travel Ads,,,Travel Ads,,6,1927.528929,3582,108,204.97619,
2024-03,2024-03-21,March,2024,Travel Ads,,,Travel Ads,,6,1972.261786,3093,102,209.52381,
2024-03,2024-03-09,March,2024,Travel Ads,,,Travel Ads,,2,675.9975,885,42,81.214286,
2024-03,2024-03-02,March,2024,Travel Ads,,,Travel Ads,,6,2152.218857,4328,139,325.690476,
2024-03,2024-03-13,March,2024,Travel Ads,,,Travel Ads,,7,2027.9925,1240,55,109.833333,
2024-03,2024-03-03,March,2024,Travel Ads,,,Travel Ads,,12,4488.855714,2822,105,245.571429,
2024-03,2024-03-16,March,2024,Travel Ads,,,Travel Ads,,14,4916.4005,3517,113,201.642857,
2024-03,2024-03-17,March,2024,Travel Ads,,,Travel Ads,,20,7640.779786,4401,161,306.380952,
2024-03,2024-03-20,March,2024,Travel Ads,,,Travel Ads,,10,2952.479786,3408,104,209.52381,
2024-03,2024-03-31,March,2024,Travel Ads,,,Travel Ads,,8,2969.211357,2272,83,173.785714,
2024-03,2024-03-28,March,2024,Travel Ads,,,Travel Ads,,12,4423.152786,4593,158,337.642857,
2024-03,2024-03-19,March,2024,Travel Ads,,,Travel Ads,,7,2058.638214,3558,128,254.428571,
2024-03,2024-03-26,March,2024,Travel Ads,,,Travel Ads,,27,9649.989429,4949,156,283.309524,
2024-03,2024-03-23,March,2024,Travel Ads,,,Travel Ads,,10,3120.821143,3049,113,209.52381,
2024-03,2024-03-18,March,2024,Travel Ads,,,Travel Ads,,13,3573.586857,5087,156,317.142857,
2024-03,2024-03-22,March,2024,Travel Ads,,,Travel Ads,,9,3189.922286,2459,105,209.52381,
2024-03,2024-03-27,March,2024,Travel Ads,,,Travel Ads,,10,4053.834857,4370,138,277.97619,
2024-03,2024-03-25,March,2024,Travel Ads,,,Travel Ads,,11,3712.023929,5248,189,370.166667,
2024-03,2024-03-30,March,2024,Travel Ads,,,Travel Ads,,26,8016.844714,2509,95,214,
2024-03,2024-03-07,March,2024,Travel Ads,,,Travel Ads,,14,5214.047,2309,100,236.166667,
2024-03,2024-03-29,March,2024,Travel Ads,,,Travel Ads,,10,3098.121071,3305,119,244.619048,
2024-03,2024-03-12,March,2024,Travel Ads,,,Travel Ads,,5,1712.761786,711,41,81.214286,
2024-03,2024-03-14,March,2024,Travel Ads,,,Travel Ads,,18,5287.683214,3707,116,212.142857,
2024-03,2024-03-06,March,2024,Travel Ads,,,Travel Ads,,8,2181.196357,3472,105,236.166667,
2024-03,2024-03-10,March,2024,Travel Ads,,,Travel Ads,,12,4964.160857,629,35,81.214286,
2024-03,2024-03-11,March,2024,Travel Ads,,,Travel Ads,,7,2314.085071,1026,41,81.214286,
2024-03,2024-03-05,March,2024,Travel Ads,,,Travel Ads,,10,2972.214143,4467,131,290.97619,
2024-03,2024-03-01,March,2024,Travel Ads,,,Travel Ads,,18,6124.323571,5480,162,337.666667,
2024-03,2024-03-01,March,2024,Demand Generation,Demand Generation,Dynamic,Demand Generation,WR _ 2024 _ Demand Generation,,,256,2,1.67895,
2024-03,2024-03-03,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,11633,27,69.939061,
2024-03,2024-03-16,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,1385,37,49.493836,
2024-03,2024-03-09,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,2074,33,55.139731,
2024-03,2024-03-18,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,2135,34,59.940338,
2024-03,2024-03-26,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,4757,54,48.907645,
2024-03,2024-03-21,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,1560,28,57.036853,
2024-03,2024-03-05,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,6729,31,56.831259,
2024-03,2024-03-08,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,806,16,21.927556,
2024-03,2024-03-06,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,1619,29,47.890074,
2024-03,2024-03-04,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,12912,48,72.795048,
2024-03,2024-03-24,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,3083,43,66.518785,
2024-03,2024-03-14,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,1232,26,52.910913,
2024-03,2024-03-19,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,1554,27,58.789364,
2024-03,2024-03-02,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,2897,28,38.477643,
2024-03,2024-03-30,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,14224,77,92.698667,
2024-03,2024-03-17,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,2399,55,74.443422,
2024-03,2024-03-20,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,930,25,34.236686,
2024-03,2024-03-12,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,2083,18,24.589422,
2024-03,2024-03-28,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,,,12127,148,78.228077,
2024-03,2024-03-11,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,14,3,4.766667,
2024-03,2024-03-25,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,11,4,3.224,
2024-03,2024-03-26,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,71,27,37.925333,
2024-03,2024-03-09,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,15,5,2.305333,
2024-03,2024-03-06,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,72,30,34.996,
2024-03,2024-03-30,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,27,8,12.809333,
2024-03,2024-03-12,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,69,29,56.628,
2024-03,2024-03-10,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,95,32,57.321333,
2024-03,2024-03-22,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,58,21,22.862667,
2024-03,2024-03-05,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,88,31,54.097333,
2024-03,2024-03-17,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,106,48,65.797333,
2024-03,2024-03-08,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,48,19,12.861333,
2024-03,2024-03-14,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,195,57,82.524,
2024-03,2024-03-02,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,10,2,4.108,
2024-03,2024-03-20,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,115,34,48.152,
2024-03,2024-03-28,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,23,9,8.233333,
2024-03,2024-03-15,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,207,58,77.064,
2024-03,2024-03-24,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,290,77,68.293333,
2024-03,2024-03-21,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,52,18,21.077333,
2024-03,2024-03-07,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,45,11,21.562667,
2024-03,2024-03-08,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,160,51,56.697333,
2024-03,2024-03-17,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,142,34,47.770667,
2024-03,2024-03-18,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,141,37,32.673333,
2024-03,2024-03-14,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,93,19,24.370667,
2024-03,2024-03-25,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,167,58,45.032,
2024-03,2024-03-27,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,93,25,36.590667,
2024-03,2024-03-04,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,162,47,47.112,
2024-03,2024-03-16,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,128,34,42.033333,
2024-03,2024-03-02,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,77,23,66.872,
2024-03,2024-03-01,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,101,37,67.842667,
2024-03,2024-03-25,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,421,126,194.730361,
2024-03,2024-03-06,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,142,42,32.881333,
2024-03,2024-03-08,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,200,59,95.870667,
2024-03,2024-03-11,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,130,51,42.276,
2024-03,2024-03-21,March,2024,Demand Generation,Demand Generation,Dynamic,Demand Generation,WR _ 2024 _ Demand Generation,0,0,,,0,0
2024-03,2024-03-29,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,0,0,9071,95,75.757973,0
2024-03,2024-03-31,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,0,0,25525,187,122.34568,0
2024-03,2024-03-13,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,0,0,1675,33,37.573162,0
2024-03,2024-03-15,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,0,0,1510,24,56.087077,0
2024-03,2024-03-25,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,0,0,8200,98,58.205333,0
2024-03,2024-03-23,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,14,4,13.121333,0
2024-03,2024-03-04,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,14,6,18.789333,0
2024-03,2024-03-16,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,7,1,2.669333,0
2024-03,2024-03-29,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,580.294854,98,33,57.546667,0
2024-03,2024-03-05,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,116,35,41.894667,0
2024-03,2024-03-26,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,119,32,50.526667,0
2024-03,2024-03-30,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,57,23,86.285333,0
2024-03,2024-03-24,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,0,0,185,40,37.459847,0
2024-03,2024-03-20,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,0,0,372,91,122.234667,0
2024-03,2024-03-23,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,1,1924.2,903,13,33.676711,1
2024-03,2024-03-28,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,575.2,137,46,43.818667,1
2024-03,2024-03-15,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,254.15,83,36,56.94,1
2024-03,2024-03-18,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,944.86382,19,4,5.2,1
2024-03,2024-03-01,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,313.65,44,20,29.917333,1
2024-03,2024-03-27,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,822.8,74,30,51.948,1
2024-03,2024-03-31,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,691.2,161,49,66.82,1
2024-03,2024-03-19,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,305.1,79,37,94.310667,1
2024-03,2024-03-06,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,296.65,209,59,63.838667,1
2024-03,2024-03-09,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,508.3,206,49,72.210667,1
2024-03,2024-03-23,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1545.333898,101,37,48.568,1
2024-03,2024-03-19,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,760.14,84,28,29.761333,1
2024-03,2024-03-22,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,350.1,138,32,30.246667,1
2024-03,2024-03-01,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1531.2,171,56,55.934666,1
2024-03,2024-03-02,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1129.14,172,61,92.733333,1
2024-03,2024-03-04,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,644.3,114,41,97.673333,1
2024-03,2024-03-24,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1218.3,65,25,44.061333,1
2024-03,2024-03-15,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1562,125,38,63.942667,1
2024-03,2024-03-07,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1526.6,71,27,45.569333,1
2024-03,2024-03-19,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,644.3,80,29,74.637333,1
2024-03,2024-03-18,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1140.3,119,50,165.758667,1
2024-03,2024-03-28,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,359.1,52,23,27.456,1
2024-03,2024-03-08,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,431.8,91,32,63.041333,1
2024-03,2024-03-05,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,532.58,88,34,88.122667,1
2024-03,2024-03-07,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,498.56,352,90,130.728,1
2024-03,2024-03-05,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,1844,142,59,88.729333,1
2024-03,2024-03-03,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,1757.36,163,56,46.765333,1
2024-03,2024-03-19,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,186.75,450,117,124.54,1
2024-03,2024-03-04,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,1060.2,212,65,85.549207,1
2024-03,2024-03-12,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,1,576.34,236,86,60.112,1
2024-03,2024-03-07,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,2,4781.96,1592,42,63.287214,2
2024-03,2024-03-27,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,2,1218.2,9214,134,92.56,2
2024-03,2024-03-20,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,2,1526.5,54,20,36.452,2
2024-03,2024-03-13,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,2,1101.06,84,31,35.654667,2
2024-03,2024-03-10,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,3638.4,142,36,49.954667,2
2024-03,2024-03-13,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,2437,176,46,41.704,2
2024-03,2024-03-31,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,907.3,235,60,81.449333,2
2024-03,2024-03-12,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,1382.47,106,40,58.950667,2
2024-03,2024-03-11,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,3993.118432,235,73,82.42,2
2024-03,2024-03-30,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,476.75,223,62,138.597333,2
2024-03,2024-03-27,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,3975.32,119,42,102.318667,2
2024-03,2024-03-12,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1108.08,118,36,78.121333,2
2024-03,2024-03-21,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,700.720188,93,37,52.329333,2
2024-03,2024-03-26,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1015.2,112,40,71.448,2
2024-03,2024-03-06,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,2739.46,133,53,99.926667,2
2024-03,2024-03-29,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1509.82,110,37,142.410667,2
2024-03,2024-03-16,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1642.74,75,31,120.9,2
2024-03,2024-03-25,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1256.4,173,66,170.369333,2
2024-03,2024-03-28,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,1448.26185,541,155,299.889392,2
2024-03,2024-03-16,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,1333.8,442,123,167.544,2
2024-03,2024-03-26,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,794.4,427,132,158.827351,2
2024-03,2024-03-17,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,830.7,312,87,127.088,2
2024-03,2024-03-10,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,617.28,164,68,77.098667,2
2024-03,2024-03-31,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,1310.16,709,97,153.663052,2
2024-03,2024-03-22,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,3373.82,370,107,140.018667,2
2024-03,2024-03-29,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,2246.03815,369,114,144.629898,2
2024-03,2024-03-27,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,1926.78,539,130,159.384541,2
2024-03,2024-03-01,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,2,2408.58,102,29,36.486667,2
2024-03,2024-03-03,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,1820.7,115,37,58.24,3
2024-03,2024-03-21,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,718.136102,162,61,91.988,3
2024-03,2024-03-24,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,2627.3,164,58,89.388,3
2024-03,2024-03-07,March,2024,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,2252.32,129,57,78.849334,3
2024-03,2024-03-03,March,2024,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,3,1518.65,139,53,47.84,3
2024-03,2024-03-10,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2006.36,47,27,95.350667,3
2024-03,2024-03-17,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1454.66,65,30,94.12,3
2024-03,2024-03-22,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1285.95,111,40,59.574667,3
2024-03,2024-03-13,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1512.85,125,45,82.454667,3
2024-03,2024-03-14,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2431.85,87,39,78.138667,3
2024-03,2024-03-09,March,2024,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,4915.5,69,30,124.332,3
2024-03,2024-03-14,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,3,2892.69,288,85,79.889333,3
2024-03,2024-03-09,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,3,1818.78,150,63,74.065333,3
2024-03,2024-03-30,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,3,1886.4,487,132,173.064382,3
2024-03,2024-03-21,March,2024,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,3,3456.7,386,114,115.821333,3
2024-03,2024-03-10,March,2024,Demand Generation,All Locations,Dynamic,All Locations,WR _ 2024 _ Demand Generation _ All Locations,4,4496.6,2072,31,39.260957,4
